Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
DevOps Engineer,-1,"JOB SUMMARY
You will be on a team responsible for supporting the company’s global development team of hardware and software engineers developing within the Azure & AWS cloud environment. Responsible for Design and implement shorthand long-term strategic plans with data-backed recommendations to meet current and future requirements around engineering and operations of Infrastructure Configuration Management.
MUST HAVE SKILLS
Experience and good understanding in any of Cloud like AWS, Azure.
Azure, AWS, IAM, EC2, S3, Route53, VPC, ECS, EKS, ECR, RDS
Show more",4.5,PARKER HOUSE MANUFACTURING CO INC,"Rosemont, IL",Unknown,--,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Associate DevSecOps Engineer-AWS,$87K - $118K (Glassdoor est.),"ASSOCIATE DEVSEC OPS ENGINEER
LOCATION: Reston or Herndon, VA or Washington DC
CLEARANCE LEVEL: Active TS/SCI CI poly
Who YOU are:
As a future Intermediate DevSecOps Engineer - AWS at Plus3 IT Systems, you:
Are passionate about working on cutting-edge, high-profile projects and are motivated by delivering solutions on an aggressive schedule
Aren't satisfied with status quo, and regularly look for creative ways to solve problems and help your team meet commitments
Are insatiably curious – you ask why, you explore, and you're not afraid to blurt out your crazy idea
Love learning new technologies and sharing them with your team
Have a keen interest in using any and all appropriate tools, especially Cloud-based and Open Sourced, to solve the problem at hand
Have strong verbal and written communication skills, due to the dynamic nature of collaborations with customers, vendors, and other engineering teams to solve complex business problems together
Use your experience and leadership skills to motivate your teammates to deliver high quality results in a fast-paced work environment
Lead by example to partner with our customers and deliver mission grade solutions, delivered within a transparent Agile framework.
RESPONSIBILITIES:
Develop automation and leverage DevSecOps tooling to monitor system health
Troubleshoot system problems
Maintain storage systems
Interface with other parts of the team for hardware, network, and infrastructure support
Provide after-hours on-call/call-in support on a rotational basis
Ensure system security requirements are satisfied
Create/maintain system scripts, patch/upgrade system, and administer user accounts
Participate within an operational team to sustain a multi-domain mission critical system
Participate in solution designs to integrate tools into the pipeline:
Contribute to development teams to bring in new services and applications into the pipeline. Helping troubleshoot as necessary
Work through steps to automate installations of software components and products into the Architecture
DevSecOps Tool Integration:
Contribute with the integration of various tools for the DevSecOps process (GITLAB/GITHUB, SonarQube, Jenkins, Selenium, Artifactory, etc.)
EDUCATION AND EXPERIENCE:
Computer Science, Cyber Security, or a related technical discipline degree
Bachelor's degree with 6 years of directly related hands-on experience OR
Master's degree with 4 years of relevant experience OR
PhD with 2 years of experience
An additional 4 years of relevant experience may be considered in lieu of a degree requirement
Current technical certification in at least 1 discipline (Required)
KNOWLEDGE AND SKILLS:
Experience with managing systems in AWS
Experience with Postgres
Experience with cross domain systems
IC experience
Experience with AWS RDS, PostgreSQL or PostgreSQL
Basic understanding of an Object-Oriented Programming Language, preferably Java
Experience with developing, deploying, monitoring, and troubleshooting Cloud-based software solutions
Technical experience and knowledge of distributed storage networks, routing and application messaging frameworks.
Demonstrated knowledge of analytical needs and requirements, query syntax, data flows, and traffic manipulation.
Experience with Splunk Dashboards
Experience provisioning and sustaining network infrastructures and have experience developing operations and management networks required to operate in a secure PKI, IPSEC, or VPN enabled environment.
Experience with NiFi, HA Proxy, Docker, Kubernetes, Spark, and Elastic Search
Experience provisioning and sustaining network infrastructures and have experience developing, operations, and managing networks required to operate in a secure PKI, IPSEC, or VPN enabled environment
Experience with Certification & Accreditation processes
Other:
Plus3 IT Systems is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. We are committed to providing access, equal opportunity, and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. To request reasonable accommodation, contact hr@plus3it.com [include name and/or department, telephone, and e-mail address].
The health and safety of our employees and their families is a top priority. With the continuing impacts of COVID-19 around the world, we are taking action to protect the health and well-being of our colleagues and maintain the safety of the communities where we operate. As a federal contractor, we are required to stay in compliance with Executive Order 14042 with the most up to date information provided at the following link (https://www.saferfederalworkforce.gov/contractors/).
Pay Transparency Notice: Executive Order 11246 requires government contractors to notify applicants and employees of their rights, subject to certain limitations, to discuss, disclose or inquire about compensation or compensation information. Plus3 IT Systems will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge; (b) in furtherance of an investigation, proceeding, hearing or action, including an investigation conducted by the employer; or (c) consistent with Plus3 IT Systems' legal duty to furnish information.
Show less",4.5,PARKER HOUSE MANUFACTURING CO INC,"Reston, VA",51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
DevOps Engineer/ SRE,$94K - $120K (Glassdoor est.),"Job Description
Dev Ops Engineer /SRE
Our Engineering team is looking for highly motivated, talented, and experienced DevOps engineer to be part of our team to help build an automated CI CD pipelines
The ideal candidate is an experienced engineer in building CI and CD pipelines, responsible for developing tools and automation which eliminate manual activities, increase stability, and augmenting procedures.
Work closely with Engineering, QA, Operations teams in optimally delivering large scale systems using CI/CD pipelines.
Implement a secure, robust and high availability DevOps pipeline.
Identify automation testing needs part of the build and deployment pipeline.
Work with the engineering team to build appropriate build environments and test harnesses for deployment verification.
Evaluate technology options and define the build, delivery, and deployment pipeline for applications.
Validate end to end system verification and sanity testing using build scripts into DevOps pipeline.
DevOps Engineer
Bachelor’s degree in Computer Science Engineering, or a related technical degree.
5+ years of relevant experience in DevOps practices.
Experience with designing and developing testing utilities using Python, or similar for integrating test automation into DevOps pipeline.
Experience in container technologies like Docker/Kubernetes, AWS ECS.
Experience with version control systems, Git or similar.
Ability to write tools and applications to automate work.
Experience working in an agile environment and working directly with the development teams.
Quality-first mindset with focus on test automation and CI/CD pipelines.
Experience supporting and working with cross-functional teams in a dynamic environment.
Excellent communication skills and a strong teamwork ethic.
Ability to work in a Linux environment.
These qualifications would make you stand out among other applicants:
Experience maintaining and deploying highly available, fault-tolerant systems at scale.
Experience in AWS technology Compute and Containers stack.
Show less",4.5,PARKER HOUSE MANUFACTURING CO INC,"Englewood, CO",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable
DevOps Database Administrator,-1,"Company Overview
TechSur Solutions is a digital services company whose mission is to enable digital transformation for our customers improving quality and efficiency. Based in the DC metropolitan area, TechSur specializes in advanced cloud services, modernization for both IT structures and applications, leveraging Agile development, and Data Analytics. Since we were formed in August of 2016, we have supported multiple impactful and exciting government programs.

As a DevOps Database Administrator, you will be responsible for deploying and managing PostgreSQL databases within containerized and cloud environments. While the primary work is on PostgreSQL, work will also include managing MongoDB for document storage. This application platform consists of multiple cloud based and DevOps tools and technologies and is used by development, QA, and system integration teams.

Responsibilities
Working with DevOps, Development, and Security teams to define and document requirements for deployment, configuration, hardening, and optimization of databases and database tasks.
Deploy and manage databases per requirements.
Management of backup files and recovery processes.
Manage accounts and roles on the databases per documented processes.
Document database architecture and processes.
Reviewing vulnerability scans and remediating vulnerabilities in addition to participating in periodic security audits.
Coordinate with other teams to continually improve delivery of product to customer.
Maintaining and driving modernization of legacy applications, tools and systems.
Design, implement ensuring quality and security controls are met.
Prioritize work and close out tickets in a timely manner.

Required
PostgreSQL (versions 9.6 – 13) on Linux, including system configurations
Experience with database replication (streaming, file based, or logical)
Experience managing both file-based and logical backups (pg_basebackup, pg_dump, pg_restore)
Highly Available database configurations using replication, connection poolers (pgbouncer, pgPool) and failover
Database recovery from backups (single table, entire database, point in time, missing transaction logs)
Query optimization (analyzing explain plans, index management)
Log Aggregation/Analysis (pgBadger, Splunk or similar)
Application/Database monitoring (pgMonitor, Datadog, NewRelic, DynaTrace, AppDynamics, Zabbix or similar)
Good verbal and written communication skills
Team player that fully embraces DevOps culture, eliminate barriers and bridge moats

Preferred
Multiple PostgreSQL distributions (EDB, Crunchy Data, 2nd Quadrant)
Multiple Databases (PostgreSQL, MySQL, MS SQL Server, Oracle)
Scripting/development skills. Python and Bash scripting are preferred
Debugging database connections (proxies, networking, java/tomcat, database)
Linux (RHEL preferred)
Test data generation and database benchmarking
NoSQL Databases (Mongo DB)
Containerization (Docker)
Openshift/Kubernetes and PostgreSQL Operators (Crunchy Data, 2nd Quadrant, EDB)
Nexus - Artifact Repository
Twistlock
VMware or VirtualBox
Bitbucket (Git)
Ansible
Cloud based services (AWS, Google Cloud, ...)
Networking/DNS/Certificates
Security scanning / vulnerability remediation (Nessus, Retina, …)
Government or large organization experience
Show less",4.3,PARKER HOUSE MANUFACTURING CO INC,Remote,Unknown,--,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
"Software Engineer III - DevOps, MLOps",$97K - $146K (Glassdoor est.),"Position Summary...

What you'll do...

As a Software Engineer III with a focus on DevOps and MLOps, you will play a critical role in streamline the development, deployment, and management of software applications and machine learning models. You will collaborate with cross-functional teams to design and maintain scalable CI/CD pipelines, optimize infrastructure-as-code solutions, and monitor the performance and security of applications and ML models in production environments.

About Team: SpacetimeProcessing
Everyone has data, but the sheer volume of data at Walmart can be limitless. In the Data Engineering team, we help Walmart manage this data by building pipelines and data lakes to prepare big data for analysis and unlocking actionable insights in real-time. We also use cross-departmental data and machine learning to build a holistic view of true profitability, saving millions of dollars across item categories and geographies while assisting our leadership in making better decisions faster. We are responsible for managing and processing the vast amounts of image and video data generated at Walmart. Our primary focus within the Spacetime Processing team is to design and implement pipelines and data lakes that enable efficient handling of large-scale data for analysis, leading to the extraction of real-time, actionable insights.

What you'll do:

Your primary responsibilities will include:
Collaborating with cross-functional teams to design, develop, and maintain scalable and reliable CI/CD pipelines for software applications and machine learning models.
Implementing and optimizing infrastructure-as-code solutions to ensure efficient provisioning, configuration, and management of cloud resources.
Monitoring and maintaining the performance, availability, and security of applications and ML models in production environments.
Developing and implementing best practices for version control, testing, and deployment of software applications and ML models.
Continuously improving the automation of development, testing, and deployment processes to enhance productivity and reduce time-to-market.
Troubleshooting and resolving issues related to application performance, deployment, and infrastructure.
Staying up-to-date with the latest industry trends and technologies in DevOps and MLOps to drive innovation and improve the overall development lifecycle.

What you'll bring:

As a Software Engineer III in DevOps and MLOps, you will be expected to have strong problem-solving skills, excellent communication abilities, and a deep understanding of modern software development practices, cloud platforms, and machine learning lifecycle management. Your expertise will be instrumental in driving the success of the organization by ensuring the seamless integration of development, operations, and machine learning processes.

About Walmart Global Tech
Imagine working in an environment where one line of code can make life easier for hundreds of millions of people. That's what we do at Walmart Global Tech. We're a team of software engineers, data scientists, cybersecurity expert's and service professionals within the world's leading retailer who make an epic impact and are at the forefront of the next retail disruption. People are why we innovate, and people power our innovations. We are people-led and tech-empowered. We train our team in the skillsets of the future and bring in experts like you to help us grow. We have roles for those chasing their first opportunity as well as those looking for the opportunity that will define their career. Here, you can kickstart a great career in tech, gain new skills and experience for virtually every industry, or leverage your expertise to innovate at scale, impact millions and reimagine the future of retail.

Flexible, hybrid work:
We use a hybrid way of working that is primarily in office coupled with virtual when not onsite. Our campuses serve as a hub to enhance collaboration, bring us together for purpose and deliver on business needs. This approach helps us make quicker decisions, remove location barriers across our global team and be more flexible in our personal lives.

Benefits:
Benefits: Beyond our great compensation package, you can receive incentive awards for your performance. Other great perks include 401(k) match, stock purchase plan, paid maternity and parental leave, PTO, multiple health plans, and much more.

Equal Opportunity Employer:
Walmart, Inc. is an Equal Opportunity Employer - By Choice. We believe we are best equipped to help our associates, customers and the communities we serve live better when we really know them. That means understanding, respecting and valuing diversity- unique styles, experiences, identities, ideas and opinions - while being inclusive of all people.

The above information has been designed to indicate the general nature and level of work performed in the role. It is not designed to contain or be interpreted as a comprehensive inventory of all responsibilities and qualifications required of employees assigned to this job. The full Job Description can be made available as part of the hiring process.

Minimum Qualifications...

Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelor's degree in computer science, computer engineering, computer information systems, software engineering, or related area and 2 years' experience in software engineering or related area.Option 2: 4 years' experience in software engineering or related area.

Preferred Qualifications...

Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Customer Service

Masters: Computer Science

Primary Location...
603 MUNGER AVE STE 400, DALLAS, TX 75202, United States of America
Show less",3.4,PARKER HOUSE MANUFACTURING CO INC,"Dallas, TX",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
DevOps Engineer II,-1,"Everyone at MIM Software shares a passion for doing good–for our customers, for the medical industry, for our community, and for each other. We are currently seeking a creative, motivated DevOps Engineer to join our supportive team, add their experience to our own, and help us accomplish even more for our fast-paced company.

The DevOps Engineer II (DEII) works under the direction of the DevSecOps Lead (DSO Lead) and is responsible for maintaining and administering computer systems, triaging and responding to DevOps incidents, and creating and maintaining DevOps documentation. The DEII holds a hybrid position that also involves software engineering, using code to control the company’s IT infrastructure. The DevOps Engineer II is responsible for adherence to the MIM Software Quality System and MIM Software’s Information Security procedures.
What You'll Do:
Acquire, install, or upgrade computer components and software, provide routine automation, maintain security policies, offer technical support for projects, and provide appropriate documentation
Practically automate solutions with a security-first mindset
Design and iterate on solutions to real world user problems
Communicate with the team daily to coordinate on projects, overcome roadblocks, and celebrate successes
Perform testing and code review and implement new infrastructure as code features
Participate in occasional after-hours maintenance as necessary
Receive on-the-job training regarding system administration, computer programming, and IT automation tools
What You'll Need:
Minimum of 2 years experience
A bachelor’s degree in a technical field or equivalent experience is required
Extensive experience with infrastructure as code tools
Should have extensive experience working with major operating systems
Should have experience with one or more PaaS platforms such as Amazon Web Services or Google Cloud Platform
Willingness to participate in occasional after-hours maintenance
What You'll Get:
Hybrid work environment so you can work remotely as well as enjoy the office
MIM pays 100% of your insurance monthly costs; including medical, dental, vision, disability and life insurance
Each employee received a Health Savings Account (HSA) that fully covers the medical deductible
20 vacation days and 11 paid company holidays, including the time between Christmas and New Years
A 401(k) with a 4% match that is 100% vested on day one
Annual Bonus Program
Up to $8,000 in continued education costs annually
Relaxed office setting where jeans are the norm
Free snacks and beverages at the office
24 hour access to an in-office fitness center
WAIT, WHAT DOES MIM DO?
MIM provides medical imaging software to imaging centers, hospitals, specialty clinics, research organizations, and pharmaceutical companies across the globe. Our mission is to enhance patient care by providing tools to support the diagnostic and treatment process so the physician can focus on the patient.

Diversity Equity and Inclusion
MIM is committed to fostering a diverse and inclusive culture where everyone can contribute and thrive. We'll encourage, support, and learn from each other’s perspectives. This is both the right thing to do and vital: diverse perspectives fuel innovations that enhance patient care.
Show less",4.4,PARKER HOUSE MANUFACTURING CO INC,"Beachwood, OH",201 to 500 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD)
Principal DevOps Architect,$122K - $171K (Glassdoor est.),"Job Summary: We are seeking a highly skilled and experienced Principal DevOps Architect to lead and drive the design and implementation of our DevOps architecture and strategies. The successful candidate will work closely with cross-functional teams to optimize our software development, deployment, and operations processes. As a Principal DevOps Architect, you will play a crucial role in developing and maintaining the infrastructure, tools, and systems that enable efficient and scalable software delivery. Responsibilities: •Lead the design, development, and implementation of our DevOps architecture and strategies, ensuring scalability, reliability, and efficiency. •Collaborate with software development teams to define DevOps best practices, processes, and tools, and ensure their adherence. •Design and implement continuous integration and delivery pipelines to streamline software development and deployment processes. •Develop and maintain infrastructure as code (IaC) solutions using industry-standard tools and frameworks. •Lead the evaluation, selection, and implementation of DevOps tools and technologies to improve productivity and efficiency. •Define and enforce DevOps standards, guidelines, and best practices across the organization. •Collaborate with cross-functional teams to identify and resolve technical challenges and bottlenecks in software development and deployment. •Stay up-to-date with industry trends and advancements in DevOps practices, tools, and technologies, and provide recommendations for their adoption. •Mentor and provide technical guidance to junior DevOps team members, fostering a culture of continuous learning and improvement. •Collaborate with stakeholders to define and implement security, monitoring, and disaster recovery measures for the DevOps infrastructure. Requirements: •Bachelor’s or Master’s degree in computer science, Engineering, or a related field. •Proven experience as a DevOps Architect or similar role, with a strong focus on designing and implementing scalable DevOps architectures and strategies. •Extensive experience with cloud platforms (such as AWS, Azure, or GCP) and containerization technologies (such as Docker and Kubernetes). •Expertise in infrastructure as code (IaC) tools and frameworks (such as Terraform, Bicep, CloudFormation, or Ansible). •Strong understanding of software development methodologies, including Agile and DevOps principles. •Proficiency in scripting languages (such as Python, Bash, or PowerShell) and experience with configuration management tools (such as Chef, Puppet, or Ansible). •Deep understanding of CI/CD pipelines and associated tools (such as Jenkins, GitLab, or Azure DevOps). •Solid knowledge of networking concepts, security practices, and performance optimization techniques. •Strong analytical and problem-solving skills, with the ability to identify and resolve complex technical issues. •Excellent communication and interpersonal skills, with the ability to effectively collaborate with cross-functional teams and stakeholders. Preferred Qualifications: •Professional certifications in DevOps, cloud computing, or related fields (e.g., AWS Certified DevOps Engineer, Microsoft Certified: Azure DevOps Engineer). •Experience with large-scale, distributed systems and microservices architecture. •Familiarity with serverless computing and event-driven architectures. •Experience with log management and monitoring tools (such as ELK Stack, Prometheus, Grafana). •Knowledge of infrastructure security best practices and familiarity with tools like Vault or AWS Secrets Manager.
Bachelor's Level Degree
Show less",3.7,PARKER HOUSE MANUFACTURING CO INC,"Virginia Beach, VA",10000+ Employees,1888,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Senior DevOps Engineer,$65.00 - $70.00 Per Hour (Employer est.),"TITLE: Senior DevOps Engineer – Cloud Platforms, Scripting, Containerization
LOCATION: ON-SITE (Portland, OR)
PAY: Target pay for this role is between $65 and $70 per hour but may vary based on experience
ENGAGEMENT TYPE: Contract
DURATION: Contract expected to last 6 months
WHAT YOU’LL BE DOING
Designing, implementing, and maintaining infrastructure to support software development and deployment processes.
Implementing CI/CD pipelines, infrastructure automation, and ensuring security best practices.
Collaborating with cross-functional teams for smooth integration and delivery of software.
WHO WE’RE LOOKING FOR
Minimum of 5 years of experience as a DevOps Engineer or similar role.
Bachelor’s degree in Computer Science, Information Technology, or demonstrate equivalent experience.
Proven experience with cloud platforms (AWS, Azure, GCP), scripting languages (Python, Shell, PowerShell), and containerization tools (Docker, Kubernetes).
Experience in infrastructure as code (IaC) and security best practices in DevOps.
Experience working in an enterprise/cross-functional organization is ideal but not required.
Previous work experience in related industry/business sector is ideal but not required.
Authorization to work in the US is a precondition of employment - we do not sponsor work visas.
Please NO Third Party Applicants
ABOUT OUR CLIENT
Our client is a mission driven enterprise organization that develops and delivers innovative products and services worldwide, you will find a supportive and collaborative environment, work with a great team of people, excellent benefits, and opportunities for growth.

WHY ProFocus:
Candidates come first. ProFocus is a six-time winner of Best in Staffing for Talent Satisfaction.
Quality process. We invest the time to understand your background and career goals. We only introduce you to opportunities that are the right fit.
Access to hiring managers. We have close relationships with some of the most respected local companies, from small businesses to Fortune 500 companies. These relationships give is access to roles that may not be available anywhere else.
Excellent benefits. We offer medical, dental, vision, 401k match, education reimbursement, sick leave, and employer-paid disability and life insurance. Review our detailed benefits here.

Want to learn more? Contact one of our recruiters here or email info@ProFocusTechnology.com.
Want to apply? Email your resume to Resume@ProFocusTechnology.com.
Visit our Job Seekers page to learn more and review other opportunities.

ProFocus is an equal opportunity employer. We value diversity in our workplace and encourage all qualified applicants regardless of race, color, age, sex, religion, national origin, physical or mental disability, pregnancy, marital status, veteran or military status, genetic information, sexual orientation, or any other characteristic protected by federal, state, or local laws
#DICE
Show less",5.0,PARKER HOUSE MANUFACTURING CO INC,"Portland, OR",51 to 200 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
"DevOps Engineer, Cloud Engineer, Site Reliability Engineers - AWS, Terraform, Kubernetes, Python",$93K - $139K (Glassdoor est.),"If you are looking for a future in the IT industry where you not only use your skills and talent for constant innovations, but also learn new things and open up avenues of growth along the way, then you belong to our team here at Teknicloud.

We are always on the lookout for new talent that can drive our IT innovations further. When you work with our team you are less of an employee and more of a partner working with us rather than for us. We need expert designers, builders, architects and thinkers, who would work toward creating the next big innovation in computing and technology. We look for talented, self-driven, motivated IT professionals, who love challenges and thrive on client satisfaction. We know that our employees are what make us and our reputation in the industry, which is why we strive to keep our staff satisfied both professionally and financially.

Teknicloud believes in keeping all doors open for employees at all times wherein you can feel free to approach anyone regarding any issue that needs to be discussed or addressed.

Our employees get all the training and support needed on the job, to ease out the process of adjustment to the work environment. You get all monetary benefits in accordance with government regulations and also legal assistance if needed. The best part of working with Teknicloud is that you will never be a misfit on the job. Our screening and selection process ensure that you are placed on projects that match your qualifications, interests and expertise.

DevOps Engineer, Cloud Engineer, Site Reliability Engineers - AWS, Terraform, Kubernetes, Python
Location: Boston, remote

Responsibilities:
Experience with SRE/DEVOPS processes

Experience with Infrastructure as Code

Experience with Kubernetes and containerization

Experience with managing scalable, highly available, cloud-based applications.
Show less",-1,PARKER HOUSE MANUFACTURING CO INC,"Boston, MA",Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Sr. Devops Engineer with (Java & Python),$90.00 Per Hour (Employer est.),"Title : Senior DevOps Engineer
Location : Manhattan, New York-Onsite (Hybrid Model)
Duration : Long Term Contract
Team Info:
Team having frontend, backend, and Data pipeline tech stack.
Platform has 20+ components and there is a lot of infrastructure work.
Different layers of stack on backend and data pipelines, migrating to new AWS account, coded in Java, NodeJS. Spark and python
Role Info:
Looking for Sr DevOps engineer who can handle end-to-end pipelines and streamlining CID pipelines. The team is working on highly visible API and Zen3 accounts for C1.
It requires building and handling CI/CD pipelines.
Comfortable in handling development components with Java & Python
Not looking for candidates that are heavy in Operations and infrastructure focused.
Top Skills:
AWS (Ec2, ECS, RDS, S3, Lambda, CFT, CloudWatch, Cloud trial, IAM) exp is a must.
Java & Python exp is a must.
DevOps / Jenkins exp is a must.
Nice to have:
Golang is nice to have.
AWS certifications are nice to have.
Testing experience is a plus.
Soft Skills:
Good problem-solving skills.
Job Type: Contract
Salary: From $90.00 per hour
Experience level:
11+ years
Schedule:
Monday to Friday
Experience:
DevOps: 10 years (Required)
Jenkins: 6 years (Required)
AWS: 6 years (Required)
Java: 4 years (Required)
Python: 4 years (Required)
Work Location: In person
Show less",-1,PARKER HOUSE MANUFACTURING CO INC,"New York, NY",-1,-1,-1,-1,-1,-1
Software Development Engineer (DevOps),$128K - $214K (Employer est.),"Maxar seeks a Software Development Engineer (with DevOps) who can collaborate as part of a dynamic full technology stack engineering team working on a large-scale Government Information software system in both operations and new development. Our team is building a cloud-based collaborative mapping platform that leverages commercial technologies to meet the needs of our users.
Location: Springfield, VA or Herndon, VA
Principal Responsibilities:
Accountable for the design and implementation of DevOps engineering functions and processes for mapping software stack
Troubleshoot and resolve network, automation pipeline, and infrastructure issues
Deployment and maintenance of mapping enclaves, supporting multiple customers
Support the growth of technical roadmap for future platform integrations and capabilities
Work in and promote an agile development environment to drive toward requirements and expand capabilities for customers
Minimum Required Qualifications:
US citizenship required; ability to obtain a TS/SCI with CI Poly required.
Experience with CI/CD automation
Programming experience using JavaScript and/or Python
Experience with cloud-based infrastructure such as AWS
Familiarity with Open Source mapping software applications and libraries
Preferred Qualifications:
Containerization and orchestration: Kubernetes, Docker, Helm, Ansible
Willingness to both mentor and be mentored to promote cross-training and grow knowledge and skillsets
Agile / Scrum experience.
Jira and Confluence familiarity.
SSL/Certificates/Keytool/OpenSSL knowledge.
Java/Sprint, Python, or Web Development familiarity.
Demonstrated DevOps team leadership.
Strong verbal, written, and organizational skills.
#cjpost
#LI-RD
#LI-Onsite
Our salary ranges are market-driven and set to allow for flexibility. Individual pay will be competitive based on a candidate’s unique set of knowledge, skills, and geographic diversity, with earnings potential commensurate with experience. The range for this position is:
$128,000.00 - $214,000.00 annually.

Maxar employees must follow all applicable Maxar policies and COVID-19 requirements as well as those of Maxar customers and third parties. Individual job requirements may vary, and Maxar reserves the right to modify its policies and requirements as it deems appropriate in accordance with applicable law.
Maxar Technologies values diversity in the workplace and is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.
Show less",3.4,PARKER HOUSE MANUFACTURING CO INC,"Springfield, VA",5001 to 10000 Employees,--,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD)
