Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Jr. Software Engineer,$80K - $105K (Employer est.),"We are looking for a Jr. Software Engineer to join our growing team. This is an onsite position in Northern Virginia. Are you interested in working in a dynamic environment that offers opportunities for professional growth and new responsibilities? Are you interested in working for a fun, fast-growing, and innovative company seeking a technically oriented team player to help our software development initiatives. Look no further!
Description
Key Responsibilities:
Design, write and test code on an Agile development team
Interact with team members to learn, refine and implement new features & capabilities
Assess, utilize, maintain and update development operational tools and frameworks
Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies
Share your passion for staying on top of tech trends, experimenting with and learning new technologies, participating in internal & external technology communities, mentoring other members of the engineering community
Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve financial empowerment
Utilize programming languages like Java, Python, SQL, Node, Go, and Scala, Open Source RDBMS and NoSQL databases, Container Orchestration services including Docker and Kubernetes, and a variety of AWS tools and services

Qualifications:
Top Secret Security Clearance
Bachelor’s degree or higher in Computer Science
2+ years of professional development experience
Experience with one or more programming languages: Java, Python,C, C++
Experience in the design and implementation of web-based applications and APIs
Familiarity with MVC and other common architectural patterns
Familiarity with agile development methodologies, such as Scrum and Kanban
Hands-on experience with client and server side web frameworks, such as React, Angular, and Express-NodeJS
Ability to learn and apply new technologies quickly
Ability to troubleshoot complex software workflows
Ability to communicate and collaborate on technical projects with fellow developers
Strict attention to detail, highly organized and efficient
Strong written and verbal communication skills

Please upload a formatted version of your resume and cover letter during the application process.

Obscurity Labs is an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, age, marital status, pregnancy, genetic information, or other legally protected status
Salary
$80,000 - $105,000 per year
Show less",5.0,minware,"Ashburn, VA",1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
Software Developers,$72K - $101K (Glassdoor est.),"Software Developers: Develop, Test , Create & Modify software applications using WebSphere Application Server. Req. - Bachelors +2 yr exp. or 3 yr of Post-Sec. + 4 yr of exp. Comp. salary, Travel/Relocation within USA possible.

Please mail resume to Ref: eTek IT Services, Inc. PO Box 59058, Schaumburg, 60159.
Show less",3.1,minware,"Schaumburg, IL",1 to 50 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
Software Engineer - New Engineer Development Program,$86K - $116K (Glassdoor est.),"Who We Are
Vermeer equips customers doing important work around the world. We are global, driven by innovation and growing. The equipment we make manages natural resources, connects people and feeds and fuels communities. We live out a caring culture, we demonstrate agility, we keep a focus on customers and are stewards of our resources. These beliefs drive our culture, determine how we treat others and steer our business.
Job Summary
Work Shift
1 - First Shift
Participants in the Engineering Development Program will complete a 7-8 week training experience that provides an overview of engineering and manufacturing processes at Vermeer. During this program, participants will complete experiential, hands-on, classroom, and self-paced educational opportunities to accelerate their professional development. Upon successful completion of the program, participants will be assigned to an Embedded Software Engineer role as described below. The Engineer I - Embedded Software applies in-depth knowledge of software engineering industry best practices, standards and technologies to develop, integrate, test, and debug embedded software for machine control systems. This position analyzes software requirements and develops algorithms, architecture, and code for real-time systems.
Essential Duties and Responsibilities include the following. Other duties may be assigned.
1. Demonstrate the Vermeer characteristics of caring culture, demonstrating agility, customer focused, and stewardship and model the associated behaviors.
2. Develop, integrate, test, and debug moderately complex embedded software for Vermeer machine control systems, including supporting production and service.
3. Provide technical leadership for moderate-complexity systems, potentially including mentoring less experienced engineers.
4. Assist in the definition, analysis, and allocation of software requirements, along with developing machine level testing approaches and procedures.
Education and/or Experience
4-year college degree in Computer Science, Computer or Software Engineering, Mechanical, Industrial, Agricultural or Electrical Engineering.
Or other 2 or 4-year college degree with a minimum of 4 years related experience.
Computer Skills
Proficient in C, C++, and/or other embedded programming languages, including a demonstrated ability to use source code editors, IDEs, compilers, and other specialized engineering software.
Experience with visual programming environments, such as MathWorks Simulink, National Instruments LabVIEW and/or Danfoss PLUS+1 GUIDE.
Experience with a model-based design tools, such as MathWorks MATLAB.
Ability to proficiently operate desktop, laptop computers and application software with experience using Microsoft Office products including, but not limited to, Word, Excel and Access.
Other Skills and Abilities
Knowledge in control system theory and applications. Preferred knowledge in the control system design for off road vehicles, CAN and J1939 protocols.
Ability to design, test, and implement Human-Machine Interface and Virtual Instrument components and controls.
Ability to understand needs of customer and incorporate into function of machine.
Ability to analyze, develop and write specifications that direct software code development.
Familiarity with Agile software development methodologies.
Knowledge in the areas of electronic circuits, microcontroller architectures, and principles of operation.
Experience with test equipment such as power supplies, oscilloscopes, and signal generators.
Ability to maintain a positive, professional relationship when working with co-workers, customers and the public.
Ability to communicate timely and effectively, both orally and in written documents.
Ability to prioritize multiple tasks while maintaining a high level of attention to detail.
Ability to lead others that do not report to the position to produce results, including technicians and production personnel.
Travel
Up to 15% domestic and/or international travel by car or plane may be required.
Work Location
ONSITE: A team member’s day-to-day work is best done on a Vermeer campus. If work content can be occasionally completed at an offsite location, discuss potential arrangements with your manager.
Equal Opportunity Employer
At Vermeer Corporation, we believe in the value of your unique identity, background, and experiences. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, marital status, genetic information, disability, sexual orientation, gender identity, veteran status or any other status protected by the law. Applicants requiring a reasonable accommodation due to a disability at any stage of the employment application process should contact Team Member Solutions at (641) 621-8767 or at
hr@vermeer.com
.
Interested? We’d love to get to know you.
Show less",4.2,minware,"Pella, IA",1001 to 5000 Employees,1948,Company - Private,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD)
Full Stack Developers,-1,"Job Posted
February 9, 2022 3:13 PM
Location
Remote
Europe/Asia Timezones
Status
Open
Strictly no agencies or recruiters please! We only want to hear from applicants directly.
What’s Ko-fi?
Ko-fi is the go-to platform for indie creators to make money doing what they love.
So far Ko-fi Creators have earned $200 Million from Donations, Memberships and sales of products and Commissions. We grew over 60% in 2022.
We started in 2012, before the “Creator Economy” was even a thing. Now, millions of people visit the service that has helped fund hundreds of thousands of creators.
Learn more about Ko-fi with:
This Recap of 2022
This Interview with a co-founder
These latest Tweets
Things you’ll do
Work directly with Nigel, Ko-fi’s original founder and the rest of the product team. Learn and teach each other while doing your best work and building a platform to help creators across the globe to do what they love.
Develop new core features. From innovative payment technologies, to supporter management features and mobile apps. You will be leading high-impact projects at the heart of Ko-fi.
Integrate with the best consumer technologies. Integrate Ko-fi with streaming tools, social sites and website building software.
Ship every week. You’ll have access to the full code base to improve the product and see your work in the hands of millions of users.
Who we’re looking for
You are self motivated and eager to ship your best work.
You must have a strong development background with at least four years of real-world experience in C# ASP.NET MVC.
You’ve developed clean and maintainable, ideally consumer-facing .NET projects deployed at scale.
You aren’t afraid of the front end. You’re happy to dive into the front end on a regular basis and you already have a thorough demonstrable knowledge of HTML, CSS, JavaScript and frontend frameworks.
You’re good at prioritising. You are always looking for ways to make a product better while also taking a considered approach to priorities to ensure the right things get worked on.
You're resourceful. You ‘pull’ the information and guidance you need rather than waiting for it to be ‘pushed’ to you. You seek new and innovative ways of improving the product, the team and the way we do things without waiting to be told what to do or how to do it.
You ship. You have a bias towards action, and you will be eager to deploy your work. You test enough to be confident, but you don’t procrastinate.
Extra Credit. You’re a creator of some kind yourself.
The tech stack
We use new technologies wherever it makes sense, but the core stack is:
C# .NET MVC
SQL Server, Entity Framework
Azure
HTML , JavaScript, CSS
Benefits
Work remotely. Developers are currently located in UK, Belgium and Thailand so you will spend most of your time working remotely. If you want to work from a co-working space, we’ll cover that too.
Flexibility. We have two meetings per week, but other than that work when and where you’re most productive.
Competitive compensation. Depending upon demonstrable experience.
Bonuses. Get regular bonuses for significant contributions and when the company does well.
Share Options. Opportunity to earn a slice of Ko-fi after 6 months.
Training Budget. We will fund relevant training to help you be better at what you do.
Your Work is Seen by Millions. Do the best, most rewarding work of your life and have it seen by millions.
Choose Your Own Kit. Pick the tools you need to do great work.
Paid Leave. 25 days + National Holidays paid time off.
How to apply
Does this role sound like a good fit?
Step 1. Please complete this simple form including links to recent work and relevant experience.
Step 2. If we like your application we will reply back within a week to invite you to an informal intro video chat where you’ll meet one of the founders, talk about the role, your background, aspirations and projects you’ve worked on.
Step 3. If both parties think there is a good fit then we’ll send you a short challenge relevant to the job and remunerate you for your time.
Step 4. Offer terms finalised and welcome aboard!
Show less",4.0,minware,United States,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Full Stack Developers,-1,"Job Posted
February 9, 2022 3:13 PM
Location
Remote
Europe/Asia Timezones
Status
Open
Strictly no agencies or recruiters please! We only want to hear from applicants directly.
What’s Ko-fi?
Ko-fi is the go-to platform for indie creators to make money doing what they love.


Show more",4.0,minware,United States,1 to 50 Employees,--,Company - Private,--,,
"Software Engineer I, Backend",$34.62 - $38.46 Per Hour (Employer est.),"Description:
At KEISER, we are changing the world of fitness. For over four decades, KEISER has influenced the training of athletes, fitness enthusiasts, and rehabilitation experts worldwide with better fitness products that unite both components of human performance: the force you produce, and the speed at which you produce it.
More than 80% of the top professional sports teams in the world now train on Keiser machines, including every baseball team in the majors, the soccer champions of nine countries, several American football champions, and countless Olympians. From elite testing equipment to strength and stretching machines, we offer it all. Come be a part of our team!
We are currently looking for a passionate Backend Software Engineer to help build the systems and services that support Keiser equipment. As a Backend Engineer, you will be responsible for making decisions which enable our products to communicate data to our frontend products. You will collaborate daily with the team to build a system to support product requirements. Our backend stack is currently written in Node.
SUMMARY
The duties of this job require a high degree of specialized expertise and skill in maintaining established standards of quality and accuracy. Drive, determination, and a self-disciplined approach to achieving results that meet these established criteria are necessary for successful job performance.
New ideas and concepts are also important but will be carefully analyzed and tested before communication and adoption.
It is expected that coaching and training support for achieving effective delegation will be required. This position encompasses an opportunity for someone who engenders trust, demonstrates a sense of urgency, and assures consistent achievement of quality standards. The work required involves making decisions that support company guidelines authoritatively and quickly.
Requirements:
PRINCIPAL DUTIES AND RESPONSIBILITIES
Write high-quality production code that enables our applications to provide the best user experience
Collaborate daily with the team to implement features needed for our frontend applications
Write quality test to validate functionality
Take ownership of your work
Partnering with cross-functional peers to ensure projects are properly scoped and implemented
Be willing to learn new technologies outside of your comfort zone
KEY QUALIFICATIONS
Exceptional technical and problem-solving skills and reasoning ability
Ability to communicate effectively and clearly
Must be self-motivated and a great team worker
Experience building services in a production environment.
Using AWS (or alternative) to manage cloud-based infrastructure.
Working with relational or NoSQL databases in Production (we use MySQL and Redis)
Experience with Docker
Experience with Node.js
PREFERRED QUALIFICATIONS
Experience in DevOps
Experience in Video Streaming
COMPENSATION
Non-Exempt position; Hourly compensation between $34.62 - $38.46
Final compensation will be determined and based on experience
This range is a good faith estimate of the expected salary for this position, based on a wide range of factors including qualifications, experience and training, operational and business needs, and other considerations permitted by law
BENEFITS
Low-cost premiums for Medical and Vision coverage for employees, with the option to add family members
Employer-paid Dental coverage for employees and their family members
Employer-paid Life Insurance/AD&D and Long-Term Disability
Voluntary Flexible Spending Account plan
Voluntary AFLAC plans which include life, accident, cancer, etc.
401k with generous employer match
Paid time off - accrued vacation and sick time plus 8 paid holidays annually
Candidates for positions with Keiser Corporation must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

As an Equal Opportunity Employer, Keiser Corporation will recruit and select applicants for employment solely on the basis of their qualifications. Our practices and procedures will be administered without regard to race, color, religion, sex, sexual orientation and gender identity, age, national origin, disability, or protected veteran status and all other classes protected by the Federal and State Government.

We are a drug-free Employer.
Show less",3.9,minware,United States,51 to 200 Employees,1974,Company - Private,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD)
Software Engineer Level 1,-1,"Maximize your potential with IntelliGenesis!
IntelliGenesis LLC has supported Department of Defense and Intelligence Community customers since 2007 by providing next generation capabilities for: Offensive & Defensive Cyber Services, National Security Cyber Training, Data Science & Decision-Making Analytics, Intelligence Analysis, and Intelligence Solutions Engineering.
IntelliGenesis offers an extremely competitive and generous benefits package that provides employees with both professional and personal satisfaction and growth while keeping focus on supporting the mission. Additionally, our employees enjoy a company culture that emphasizes the importance of family and work/life balance. Our benefits include: Medical, Dental and Vision Insurance, 25 days of PTO with the option to purchase up to an additional 5 days, 12 paid holidays, up to 10% 401k match, Annual Individual Technology Budget, Unlimited Education/Training Reimbursements, and much more!
Job Duties
Analyze user requirements to derive software design and performance requirements
Debug existing software and correct defects
Provide recommendations for improving documentation and software development process standards
Integrate existing software into new or modified systems or operating environments
Develop simple data queries for existing or proposed databases or data repositories
Write or review software and system documentation
Serve as team lead at the level appropriate to the software development process being used on any particular project
Design or implement complex database or data repository interfaces/queries
Develop or implement algorithms to meet or exceed system performance and functional standards
Assist with developing and executing test procedures for software components
Develop software solutions by analyzing system performance standards, confer with users or system engineers; analyze systems flow, data usage and work processes; and investigate problem areas
Modify existing software to correct errors, to adapt to new hardware, or to improve its performance
Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design
Design or implement complex algorithms requiring adherence to strict timing, system resource, or interface constraints: Perform quality control on team products
Implement recommendations for improving documentation and software development process standards
Oversee one or more software development teams and ensure the work is completed in accordance with the constraints of the software development process being used on any particular project
Confer with system engineers and hardware engineers to derive software requirements and to obtain information on project limitations and capabilities, performance requirements and interfaces
Coordinate software system installation and monitor equipment functioning to ensure operational specifications are met\
Required Skills:
US Citizens Only
TS/SCI Clearance and Polygraph required
Seven (7) years' experience as a SWE in programs and contracts of similar scope, type, and complexity is required.
Bachelor's degree in Computer Science or related discipline from an accredited college or university is required. Four (4) years of additional SWE experience on projects with similar software processes may be substituted for a bachelor's degree.
Ability to develop, maintain, and enhance complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements.
Review and test software components for adherence to the design requirements and documents test results.
Resolve software problem reports.
Utilize software development and software design methodologies appropriate to the development environment.
Provide specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development, and requirements analysis and synthesis from system level to individual software components.
JavaScript, TypeScript, HTML, and CSS
React or similar libraries (Vue, Angular)
Consuming and creating REST APIs and WebSockets
Experience with JavaScript 3D libraries such as Three.js is preferred, but not required
IntelliGenesis, LLC is an EOE M/F/D/V
Show less",4.8,minware,United States,51 to 200 Employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD)
"Software Engineer, Full Stack Developer 1",$84K - $120K (Glassdoor est.),"Software Engineer, Full Stack Developer
Hybrid from Washington, DC or Manassas, VA

ROLE DESCRIPTION SUMMARY
At SES, we cultivate an inclusive and healthy work environment that enables us to drive business success. As a company dedicated to Diversity & Inclusion, we believe our story should reflect those of the millions we serve. We are committed to increasing the number of employees from underrepresented groups and nurturing an inclusive company culture where people can flourish.
As a Software Engineer, you will be involved in several areas of design, development and testing of operational software.

You will be responsible for (this is not an exhaustive list):
Develop, test, and maintain operational software for operations and monitoring of space systems
Contribute to the development of high-quality, comprehensive software designs and architectures for software systems
Support products during their full lifecycle from prototype to production to support
Ability to work within an Agile/Scrum ecosystem
Participate in design reviews, test activities and review of technical documentation for software systems
Effectively communicate status of ongoing projects to technical and non-technical stakeholders
Other ad-hoc tasks, as assigned by Line Manager

YOUR PROFILE:

Must Have
Bachelor’s Degree in Computer Science, Software Engineering or Electrical Engineering
Min. 6 years of relevant work experience
Background in designing, developing, and testing software for high-reliability applications (Communication Systems, Satellite Control Software, Mission Critical Systems)
Programming in at least one of the following languages: Python, C++, Go
Familiar with SQL and NoSQL databases
Knowledge of front-end languages and libraries (JavaScript/TypeScript, jQuery)
Experience with modern web frameworks (Angular, Vue, React)
Hands on experience with current markup technologies and frameworks (HTML5, CSS3, Sass)
Knowledge or experience with CI/CD tools, preferably Azure DevOps
Understanding of cloud orchestration tools, technologies, and API standards (AWS, Azure, Google, Cloud, Kubernetes)

Nice to Have
Domain knowledge/experience in one or more of the following areas: NGSO Satellites, Telecommunications, Data Communication, RF/Antenna Systems
Willing to travel, up to 25% of the time, including international travel
Foundation in computer science and a wide range of experience in many aspects of software development (design patterns, application development, network authentication, security systems, microservice architecture, layout technologies, browser testing and debugging, web development)
Understanding of UI/UX concepts and strong motivation to develop understanding of interactions of all the disciplines involved in space operations

The base salary range for this full-time position is $90,000.00-$135,000.00 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on this job posting reflects the target salary for new hires in Washington, DC Metro Area. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

In addition, we offer:
Hybrid working policy
Bonus and equity plans
Comprehensive and competitive benefits plans
A range of wellness activities and employee assistance programs (varies by location)

SES and its Affiliated Companies are committed to hiring and retaining a diverse workforce. We are an Equal Opportunity/Affirmative Action employer and will consider all qualified applicants for employment without regard to race, color, religion, gender, pregnancy, sex, sexual orientation, gender identity, national origin, age, genetic information, protected veteran status, disability, or any other basis protected by local, state, or federal law.
In conformity with U.S. Government technology export regulations, including the International Traffic in Arms Regulations (ITAR) and the Export Administration Regulations (EAR), and/or other applicable U.S. law, regulation or other requirements imposed by the U.S. Government, certain positions may require U.S. Citizenship, status as a lawful permanent resident of the U.S. or a “protected individual” as defined by 8 U.S.C. 1324b(a)(3), or eligibility to obtain the required authorizations from the U.S. Department of State or U.S. Department of Commerce.
Show less",3.9,minware,"Manassas, VA",1001 to 5000 Employees,1985,Company - Public,Telecommunications Services,Telecommunications,$1 to $5 billion (USD)
Insomniac - Backend Software Engineer,-1,"Job Summary:
WHO ARE YOU?
Do you enjoy dance music? Are you an experienced developer? Then you’re in luck! We are looking for a highly motivated self-starter who embodies both a passion for dance culture and developing web based products. Is this you? Read on…
WHO ARE WE?
Insomniac produces some of the most innovative, immersive music festivals and events in the world. Enhanced by state-of-the-art lighting, pyrotechnics and sound design, large-scale art installations, theatrical performers and next generation special effects, our events captivate the senses and inspire a unique level of fan interaction. The quality of the Headliner experience is our top priority.
Insomniac produces 10,000 concerts, club nights and festivals for seven million attendees annually across the globe. Since its inception, Insomniac's events have taken place in 13 countries across five continents. The company's premiere annual event, Electric Daisy Carnival Las Vegas, is the world’s largest dance music festival and attracts more than 525,000 fans over three days. The company was founded by Pasquale Rotella and has been based in Los Angeles since it was formed in 1993.
THE ROLE
Insomniac Events is seeking a highly skilled Backend Software Engineer for a hybrid eligible position.
You will be responsible for delivering high-quality code releases and managing multiple development projects while providing direction on software design and development processes. You must have experience with back-end systems, automated testing, AWS, and Git workflow. The ability to work collaboratively with internal and offshore development teams is essential, as well as experience with Kubernetes, RESTful and GraphQL services, and event-driven microservice architecture.
RESPONSIBILITIES
Collaborate with product, design, and marketing teams to build and maintain new features to achieve roadmap goals
Improve engineering standards, tooling, and processes
Partner with offshore development teams to build innovative new features that operate at scale
Write clean, secure, and reusable code while working closely with internal and offshore development teams
Support debugging production issues across services and multiple levels of the stack
Strategize and manage multiple development projects while providing direction on software design and development processes
QUALIFICATIONS
Bachelor's Degree in Computer Science or 3+ years of equivalent work experience working with a team
Demonstrated fluency in React (with Typescript) and Go (bonus points for Next.js)
Experience writing automated tests
Experience with AWS (S3, EC2, Route 53, Elastic Beanstalk, EKS, etc.)
Unix/Linux web server knowledge and applied understanding (SSL certificates / DNS / email setup)
Experience with Kubernetes and managing CI/CD tooling
Git workflow (branching, merging, tagging, cherry picking)
Understanding of RESTful and GraphQL services and how to interact with them
Experienced with event-driven microservice architecture
Database design concepts and experience with SQL (primarily Postgres)
Effective verbal and written communication skills with a diverse population
WHAT WILL MAKE YOU STAND OUT
Experience & confidence to help direct discussions about an optimal infrastructure configuration for our needs
Experience writing automated E2E tests
Experience with implementing automated tooling to standardize & streamline software engineering workflows
Experience implementing observability & logging systems across multiple services (Golang, Typescript (Node.js), Typescript (Next.js)) for the purposes of debugging & performance testing
Experience in the travel industry
WORK ENVIRONMENT
Must be able to tolerate loud noise levels & busy environments
Must be willing to work in drastic temperature climates when onsite at our events
Must be willing to travel to work during evening and weekend hours, as required, to meet deadlines
Applicants for employment in the U.S. must possess work authorization, which does not require sponsorship by Insomniac for a visa.
EQUAL EMPLOYMENT OPPORTUNITY
Insomniac strongly supports equal employment opportunity for all applicants regardless of race, color, religion, sex, gender identity, pregnancy, national origin, ancestry, citizenship, age, marital status, physical disability, mental disability, medical condition, sexual orientation, genetic information, or any other characteristic protected by state or federal law.
HIRING PRACTICES
The preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.
Insomniac recruitment policies are designed to place the most highly qualified persons available in a timely and efficient manner. Insomniac may pursue all avenues available, including promotion from within, employee referrals, outside advertising, employment agencies, Internet recruiting, job fairs, college recruiting and search firms.
#LI-MH1
-
The expected compensation for this position in California is:
$112,000.00 USD - $140,000.00 USD
**Please note that the compensation information provided is a good faith estimate for this position only and is provided pursuant to the California Salary Transparency in Job Advertisements Law. It is estimated based on what a successful California applicant might be paid. It assumes that the successful candidate will be in California or perform the position from California. Similar positions located outside of California will not necessarily receive the same compensation. Live Nation takes into consideration a candidate’s education, training, and experience, as well as the position’s work location, expected quality and quantity of work, required travel (if any), external market and internal value, including seniority and merit systems, and internal pay alignment when determining the salary level for potential new employees. In compliance with the California Law, a potential new employee’s salary history will not be used in compensation decisions.
Show less",4.0,minware,"Calabasas, CA",10000+ Employees,2005,Company - Public,Broadcast Media,Media & Communication,$5 to $10 billion (USD)
Associate Software Engineer,$71K - $104K (Glassdoor est.),"What We Do:
The Carnegie Mellon University (CMU) Software Engineering Institute (SEI) helps advance software engineering principles and practices and serves as a national resource in software engineering, computer security, and process improvement. The SEI works closely with defense and government organizations, industry, and academia to continually improve software-intensive systems. Our core purpose is to help organizations improve software engineering capabilities and develop or acquire the right software, defect free, within budget and on time, every time.
Position Summary:
The SEI’s Tactical and AI-Enabled Systems (TAS) initiative researches state-of-the-art technologies, and builds advanced prototypes using these technologies to support units operating at the tactical edge, in difficult environments that are often disconnected from enterprise computing infrastructure. In addition, TAS researches and develops software engineering principles and practices for development, deployment, and sustainment of AI/ML systems.
We are seeking an Associate Software Engineer for our team to grow our expertise in tactical edge and AI-enabled systems, work with other engineers and researchers to mature and prototype technologies and transition technology to government organizations. This is an excellent opportunity to work with leading engineers, researchers, and faculty at a truly world-class institution.
If you are a Software Engineer passionate about improving the ability to deliver high quality, production-ready tactical and AI-enabled systems, then this is the position for you.
Requirements:
BS or higher in computer science, software engineering, or related discipline with three (3) years of experience; OR MS in computer science or related discipline with one (1) year of experience; OR PhD in computer science or a related discipline.
Current/recent work experience in system/software design, development, and deployment.
Willingness to travel to various locations to support the SEI’s overall mission. This includes within the SEI and CMU community, sponsor sites, conferences, and offsite meetings on occasion (less than 10%).
You will be subject to a background investigation, and you must have the ability to obtain and maintain a Department of Defense security clearance.
Applicants for this position must be currently legally authorized to work for CMU in the United States. CMU will not sponsor or take over sponsorship of an employment visa for this opportunity.
Knowledge, Skills, and Abilities:
Strong software engineering knowledge and expertise in the software development life cycle
Strong software development skills in one or more of Python, Java, C or C++
Expertise deploying systems into local and cloud-based production environments, along with knowledge and experience with DevOps practices and tools
Desire and willingness to learn about different technologies, stacks, and languages
Familiarity with software management and deployment tools (e.g., continuous integration, Atlassian stack)
Excellent analytical, problem solving and interpersonal skills
Ability to work in small teams with a variety of technical and organizational skills
Superb communication skills (oral and written)
Desired Experience:
Experience with specific methods listed above and/or evidence that you can learn
Experience developing software in Golang is a plus
Software architecture knowledge and experience is a plus
Knowledge of AI/ML frameworks and programming packages is a plus (e.g., TensorFlow, Caffe, python numpy/scipy/pandas, R, MATLAB)
Location
Pittsburgh, PA
Job Function
Software/Applications Development/Engineering
Position Type
Staff – Regular
Full Time/Part time
Full time
Pay Basis
Salary
More Information:
Please visit “
Why Carnegie Mellon
” to learn more about becoming part of an institution inspiring innovations that change the world.
Click
here
to view a listing of employee benefits
Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran.
Statement of Assurance
Show less",4.5,minware,"Pittsburgh, PA",1001 to 5000 Employees,1900,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
