Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Software Engineer II,$95K - $119K (Glassdoor est.),"Description
The Software Engineer – Software engineer I– is a unique opportunity within the Integration team for a software tester with development experience. The primary role will be to Develop Framework for end-to-end testing of applications. Develop customized Test Framework to support end to end testing applications on-prem and Google cloud. Secondarily, make applications more testable
including testing using automation and manual. Individual must exhibit quick learning capabilities, be comfortable working with others as part of an Agile team and be able to interface effectively with
support and development teams.
Principle Accountabilities:
Develop Automation Framework using Python and framework native language for Robot with framework with given requirements.
Able to learn and use messaging protocols, DBs, APIs from end to end to develop framework.
Develops and implements designs for automated testing framework. Develops software for making applications on cloud more testable example messaging, APIs, DBs etc.
Ability to integrate current automation tools and new frameworks including Implementing new libraries to address automation challenges.
Work with Seniors in defining test requirements and methodologies for the automation framework.
Assist senior team members in identifying test scope, risks, and methodology approaches.
Execute test responsibilities with minimal supervision.
Create and maintain test documentation. Manually test as needed for projects and identify ways to automate.
Work with team members implementing automation opportunities and overcoming testability challenges.
Interface and communicate with internal teams and external support groups. This includes reports status, risks to senior team members.
Qualifications:
Hands on Python is a must.
Software Requirements: Technical proficiency with Unix/Linux and SQL, Object Oriented principles preferably in Python, Oracle, Scripting.
Experience with Test Automation as well as manual testing.
Ability to multi-task and handle more than one project
Good problem determination skills that help lead to problem resolution.
Education: Degree in Computer Science, Information Systems or other related discipline is required; or equivalent combination of education and relevant proven work experience that is required for the specific job level.
Experience: 2-5 years prior development experience. Candidate must have demonstrated a successful Software Engineer in Test career progression.
#LI-JSA
#LI-hybrid
#Dice

CME Group: Where Futures Are Made

CME Group (www.cmegroup.com) is the world's leading derivatives marketplace. But who we are goes deeper than that. Here, you can impact markets worldwide. Transform industries. And build a career shaping tomorrow. We invest in your success and you own it, all while working alongside a team of leading experts who inspire you in ways big and small. Problem solvers, difference makers, trailblazers. Those are our people. And we're looking for more.

At CME Group, we embrace our employees' diverse experiences, cultures and skills, and work to ensure that everyone’s perspectives are acknowledged and valued. As an equal opportunity employer, we recognize the importance of a diverse and inclusive workplace and consider all potential employees without regard to any protected characteristic.
Show less",4.0,WebCreek,"Chicago, IL",1001 to 5000 Employees,2007,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD)
Software Developer,$89K (Employer est.),"Work @ Xpedite
At Xpedite Technologies, we firmly believe that empowering employees with right work environment and apt technologies to create wonders. As an end-to-end IT service provider, we offer services like customized product development, complete support for product implementation and deployment, need based and professional IT consulting, concept-to-implementation product engineering service, application engineering support, implementation of enterprise wide content management (ECMP) and total quality assurance support.
At Xpedite, employees are provided with abundant opportunities to grow professionally. We engage our consultants in real-time business service rendering activities so as to improve their innovative skills and knowledge on current technology processes, trends, techniques, systems and support services.
We always encourage our team to enhance their expertise for both professional and personal growth. We involve them to constantly interact with our clients in offering customized applications, services and support solutions.
At Xpedite, all the employees experience challenging expeditions, innovative explorations, real-time know-how, etc. to improve their skills, hone their capabilities, meet the expectations, surpass the limitations, explore new avenues of professional growth and get groomed in latest work models of the IT industry.
We provide diverse, rewarding and stimulating career opportunities. We enable emphatic career prospects for effective growth.
If you believe that you can contribute to the continued success of one of the thought leader in IT development and consulting, here is the answer in the form of Xpedite Technologies.

Design, develop, test and modify computer applications software and specialized utility programs. Analyze user needs and develop software solutions. Travel and/or relocation to various unanticipated locations throughout the US may be required.
Bachelor's degree in Computer Science, Engineering, Business Administration, Information Technology, CIS or MIS is needed.
Work Location: Robbinsville, NJ 08691
Salary $89,128/Year
Apply with 2 copies of resume mentioning the position applied to – HR, Xpedite Technologies, Inc. 1226 US Highway 130, Robbinsville, NJ 08691.
Show less",3.2,WebCreek,"Robbinsville, NJ",201 to 500 Employees,--,Company - Private,Accounting & Tax,Financial Services,$5 to $25 million (USD)
Frontend Developer (React),-1,"JOB TYPE
Contract - Matched
EMP TYPE
Full Time
INDUSTRY
Financial Services
SKILLS
Any
SALARY TYPE
Hourly
SALARY
PLN zł150,00 - PLN zł180,00

Industry knowledge preferences: +5 Years of Experience
Language: English (fluently)
Start date for assignment: ASAP
Expected workload for the consultant: Full time
Location: Remote
For our danish client (banking sector) we are looking for experienced Frontend Developer (React)

Delivering new solutions to customers enabling them to grow their business
Constant improvement of the system functionalities
Ensuring stability and reliability of the systems
Taking part in internal initiatives targeted at introducing better architecture, technologies, functionalities and innovation
Supporting activities around business growth

Requirements:
At least 5+ years of experience as Frontend Developer
Strong experience designing, architecting and implementing software solutions (frontend focus) in an enterprise environment (including microservice-style and cloud-based application architectures).
Extensive experience working with React, React Native, Typescript, JavaScript, Vue.js
Good understanding of CSS and SCSS tools and methodologies
Hands on experience with Cloud Platforms (with Azure focus)
Knowledge of UML and BPMN notation and modeling tools
Expert knowledge about SDLC tools (build systems, ticket systems, code repositories, CI etc.)
Excellent English skills, oral and written

RECRUITMENT PROCESS - fully online recruitment process in ENGLISH:
CV verification – within 48h you get first feedback regarding your application
Screening call – short 20-min call to get to know each other
Interview – for each client it works differently; you'll have support of your sourcing specialist throughout the process
Offer and… celebration after getting hired!

Skillspark is fast growing Swedish company, that unlock IT talents globally. Our consultants get access to top assignments worldwide, a greater quality of life and competitive rates. Most of the assignments are for our clients based in Scandinavia, UK and the Middle East, but we believe in remote work, so you can be placed anywhere you want!

Sourcing Specialist
Marta Marczuk
marta.fiedoruk@skillspark.com
+48571256135
Show less",5.0,WebCreek,United States,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
Associate Software Engineer (Temporary),$77K - $107K (Glassdoor est.),"Every great story has a new beginning, and yours starts here.
Welcome to Warner Bros. Discovery… the stuff dreams are made of.
Who We Are…
When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what’s next…
From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.
Avalanche is a Warner Bros. Games studio located in downtown Salt Lake City nestled against the backdrop of the beautiful Wasatch Mountains. We’ve been in the video game business since 1995, creating interactive experiences for fans of the world’s largest franchises. Join the team behind the blockbuster open world, action RPG Hogwarts Legacy as we create what’s next!
The Job
Avalanche, a division of WB Games Inc.is seeking a Associate Software Engineer to join our growing team of talented industry veterans working on our game Hogwarts Legacy, an open world, action RPG set in the Wizarding World.

This person will work closely with the project engineering, art, and design leads to develop high-quality game features for AAA games for Next Generation platforms. They must demonstrate high competency for gameplay and feature development and a true passion for game development. Moreover, will own a variety of gameplay systems and avatar mechanics that will drive the game experience to new heights.

The ideal candidate is hard-working, hands-on, self-motivated, process-driven, and customer-oriented. This individual has a passion for developing software applications using a variety of technologies.

What part will you play?
You will be developing and implementing key game systems and features, as well as integrating with internal and external shared services and libraries.
Design and write production game code & blueprints
Create tools and processes used in production
Work with designers to implement and tune various in-game scenarios
Document implemented features, systems and new approaches
Work with engineering team and QA to identify issues and fix them
Participate in all parts of the development process from concept through to live-ops
What do we need from you?
Bachelor’s Degree in Computer Science (or a related field) or equivalent work experience
Experience working on a game project, either as a student or on personal time
Proficiency in C++ (Templates, Exception Handling, Multi-Threading, etc.)
Computer Science fundamentals in object-oriented design, algorithms, and data structures
Strong 3d Math (Linear Algebra, Vector/Matrix Math, Quaternions, etc.)
Knowledge of Console and/or PC development best practices
Proficient experience with the Unreal Engine 4 (Core systems, player input, game modes, user interfaces, etc.)
Exceptional understanding of all game development disciplines and their inputs into the content pipeline
Strong problem solving, debugging, and troubleshooting skills
Clear, concise, and transparent communicator - both written and verbal
Be a self-motivated team player with a positive attitude and strong work ethic
Ability to self-manage when given prioritized goals and objectives
Seek out opportunities to improve technically and professionally
A passion for video games
Good to Have
1+ years of professional software engineering experience, working on cross-functional teams
Understanding of Unreal Engine Blueprints
Understanding of the Unreal Engine Animation Graph and Data Assets
Experience with scripting languages such as Python
The incumbent will be employed by Yoh Staffing and will receive salary and benefits accordingly
How We Get Things Done...
This last bit is probably the most important! Here at WBD, our guiding principles are the
core values by which we operate and are central to how we get things done. You can
find them at www.wbd.com/guiding-principles/ along with some insights from the team
on what they mean and how they show up in their day to day. We hope they resonate
with you and look forward to discussing them during your interview.
How We Get Things Done…
This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.
The Legal Bits…
Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.
If you’re a qualified candidate and you require adjustments or accommodations to search for a job opening or apply for a position, please contact us at recruitadmin@wbd.com.
Show less",3.6,WebCreek,"Salt Lake City, UT",10000+ Employees,2003,Company - Public,Film Production,Media & Communication,$10+ billion (USD)
Software Developer,-1,"Job Details
Description
The Software Developer will design, code, test and analyze software programs and applications. This includes researching, designing, documenting, and modifying software specifications throughout the software development lifecycle. This role provides dynamic projects in cutting edge technologies and the opportunity to work with our farm operations, dealerships, and international partnerships.
Specific Duties Include:
Program software solutions according to specified requirements
Test newly written and existing code
Debug newly written and existing code
Maintain existing products
Document source code
Read and analyze software from legacy applications
Utilize task tracking software according to team requirements
Utilize source control tools according to team requirements
Work with team to accomplish solution development
Interact effectively with team members
Assist in the development and maintenance of user manuals and training materials
Maintain confidentiality of company proprietary solutions and information
Perform all other duties as assigned by management in a professional and efficient manner
Follow all safety rules and regulations while performing work assignments and adhere to all policies and procedures as specified in company manuals and as directed in the employee handbook.
Conduct self in the presence of customers and community so as to present a professional image of R.D. Offutt Company/RDO Equipment Co.
Participate in all company/location driven communication efforts, including open book meetings, huddles, department meetings and other related efforts.
Maintain a positive and professional working relationship with peers, management, and support resources, with a constant commitment to teamwork and exemplary customer service.
Perform all other duties as assigned by management in a professional and efficient manner.


Job Requirements:
College diploma or university degree in the field of computer science or software engineering, or 2 years equivalent work experience
Understand the SDLC
Working knowledge of Microsoft .NET, Microsoft SQL Server and some understanding of Azure Cloud Services.
Experience working in a team programming environment
Hands-on software troubleshooting experience
Flexible and adaptable regarding learning and understanding new technologies
Highly logical with a keen attention to detail
Proven analytical and problem-solving abilities
Ability to effectively prioritize and execute tasks in a high-pressure environment
Ability to quickly learn new technologies and methodologies.
Candidates must have valid work authorization and be able to work in the U.S. without company sponsorship
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",-1,WebCreek,"Fargo, ND",-1,-1,-1,-1,-1,-1
Software Developers,-1,"Employment Type: Full time
Position: Permanent
Location: Oklahoma
Period of Employment: 03/01/2023 – 02/28/2026
Show less",3.7,WebCreek,Oklahoma,Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Jr Dotnet Developer,$81K - $115K (Glassdoor est.),"2- 4 years of experience in developing Windows based application.
Master’s or bachelor’s degree in Engineering (CS / IT or Equivalent) are highly preferred.
Solid experience/exposure in Dot Net, C#, Win Forms & WPF are mandatory.
Experience in Data bases like SQlite & MS SQL.
Experience in multiple technologies is definitely a bonus.
Possesses intellectual humility; smart-driven, creative, and able to learn things from slipups, willing to raise others up.
Excellent debugging, Rapid prototyping & code optimization skills for better results.
Must have strong knowledge of MVC architecture.
Overall the candidate should be open-minded to new solutions, forward-thinking and passionate about technologies.
Show less",4.9,WebCreek,"Iselin, NJ",1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
Python Developer,$89K - $111K (Glassdoor est.),"Responsibilities of the Python Developer

Work to synthesize requirements gathered from multiple teams inside and outside IT and suggest creative solutions – where appropriate guiding us to “do it the right way.”
Organize with end users, business analysts, and other architects and developers following a scrum methodology.
Develop and maintain new and existing applications for use by our Middle Office teams
Collaborate in standardizing the development processes including technology selection, deployment steps, code reviews and IT tools.

Requirements of the Python Developer

Bachelor of Science in Computer Science or other related discipline (although strong experience with a less directly related degree will be considered)
Minimum of 5 years’ of experience developing large-scale Python applications with integrated testing framework.
Formal problem solving and/or analytical training/experience a plus.
Must be a proponent of the software development best practices including unit, functional and integration testing of the code he/she writes and good change management practice in a continuous integration environment.
Experience using Git/GitHub setup, integration, branching, merging and pull-request based code reviews.
Ability to write high performing SQL queries, procs, tables and views
Experience profiling and optimizing code for performance
Experience working with Real-Time or distributed processing systems a big plus
Practical understanding of design patterns and a good intuition for system design
Show less",3.4,WebCreek,"Irving, TX",51 to 200 Employees,2010,Company - Private,Investment & Asset Management,Financial Services,$1 to $5 million (USD)
Front-End Software Engineer,-1,"Awetomaton is seeking a Front-End Engineer to support customers at Wright-Patterson Air Force Base in Dayton, Ohio. In this role you will interface with end-users to understand and refine requirements for applications supporting mission needs. You will be applying expertise in JavaScript and modern web frameworks to enable rapid search, discovery, visualization, and retrieval of data. The ideal candidate will possess a BS degree or higher in engineering or related field with 10+ years of experience. This position will largely be performed from Awetomaton Beavercreek office, with occasional visits to customer site for meetings and deployments. Active Top Secret security clearance is highly desired.
Description
Criteria for success
Professional experience with React or another modern JavaScript web framework (Angular, Vue, Ember, etc.)
Experience with writing automated tests (e.g. Jest, Karma, Jasmine, Mocha)
Proficient with software configuration management using Git
Communicate effectively in both written and verbal form with peers & decision makers.
Demonstrate initiative when faced with limited guidance or ambiguous requirements.
10+ years of professional Software Development experience
Specific experience working with geospatial data visualization (e.g., Leaflet, Cesium, OpenLayers) or generalized data visualization (e.g., D3, three.js)
Familiar with container technology (Docker / podman / etc.) and application deployment to Kubernetes
Background in remote sensing technologies and sensors, particularly with Overhead Persistent InfraRed (OPIR) systems
Department of Defense Top Secret Clearance with SCI eligibility
Show less",-1,WebCreek,United States,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
SOFTWARE ENGINEER,$91K - $123K (Glassdoor est.),"Develop, create, analyze, design, modify and implement computer applications software using various programming languages & assembly languages, operating systems, software
tools and databases. Convert user requirements and project specifications to detailed flow chart for coding. Proficiency in C, C++, Linux, MATLAB, Intel, Real Time OS is required. Master’s degree in Science, Engineering or Technology
with 2 years of experience in job offered or any related job is required. Any suitable combination of education, training, or experience is acceptable. Relocation may be required.
Send resume to: HR Dept., Dascase Technologies, Inc., 81 Big Oak Road, Suite 134, Morrisville, PA 19067 OR Email to – Hr@dascase.com)
All employees of Dascase Technologies, Inc. are automatically enrolled in the employee referral program of the company. Referral fee of $1,000 will be paid if referred candidate is hired by the company. “ Employees
have the opportunity to explore training and certification in many areas including
Project Management
Leadership and management positions
Client care
Technical certifications
Change Management
Interpersonal skills
Training / Certification Assistance
Dascase strongly believes employee training and development is one of our greatest competitive advantages. We know that when our employees succeed, our company and our customers succeed as well. For more information contact at
careers@dascase.com.
Benefits
Dascase has a competitive compensation structure with comprehensive benefits. Our benefits include:
Paid Holiday, Vacation and Sick Time
Medical and Dental Insurance
Utilization Bonus
Referral bonus
Training / Certification Assistance
Relocation expenses
H1B visa sponsorship, Green Card processing and assistance with related immigration services
Show less",5.0,WebCreek,"Morrisville, PA",1 to 50 Employees,--,Company - Private,--,--,Less than $1 million (USD)
UI Software Engineer,$88K - $117K (Glassdoor est.),"Job Summary:
Medpace's Information Technology team is looking for a full-time, office-based UI Software Engineer.

Join us in building the digital capabilities that accelerate the global development of safe and effective medical therapeutics through clinical trials. In this role, you will work on a team that modernizes and supports Medpace's internal systems. You will bridge the gap between Design and Technology, understanding the importance of human-centered design and the implication of technology on experiences. Strong attention to detail, desire for process ownership, and interest in implementing new technology are highly valued.

If you want an exciting career where you use your previous expertise and can develop and grow your career even further, then this is the opportunity for you.
Responsibilities :
Participate in a Development Team for one or multiple software applications or initiatives;
Design, modify, develop, and support software applications;
Manage the effective documentation and communication of design components within the Medpace Design System;
Participate in software validation process through development, review, and/or execution of test plan/cases/scripts;
Create software applications and features by following our software development lifecycle (SDLC) process, which includes requirements gathering, design, development, testing, release, and maintenance;
Collaborate with team members regarding projects, development, tools, and training;
Develop and utilize skills in development areas including object-oriented programming and Front-End Frameworks (e.g. Angular, React, VueJS, etc.) for delivering user-centric web applications;
Provide end-user support including setup, installation, and maintenance for applications released;
Qualifications :
Bachelor's Degree in Computer Science;
At least 2 years of software development experience using modern development tools and practices such as: MVC, Angular, Angular Material, Web API, Microservices, Webservices, C#, HTML, HTML5, CSS3, JavaScript, Entity Framework, GitHub, SQL/NoSQL , software development life cycle (SDLC), software release management;
Experience with the implications of common languages (HTML, JavaScript, Java, C++, C#, Swift, Dart) for user interface construction;
Prior experience modernizing systems is a plus;
Excellent analytical, written and oral communication skills;
Excellent computer skills
#LI-Hybrid
Medpace Overview :
Medpace is a full-service clinical contract research organization (CRO). We provide Phase I-IV clinical development services to the biotechnology, pharmaceutical and medical device industries. Our mission is to accelerate the global development of safe and effective medical therapeutics through its scientific and disciplined approach. We leverage local regulatory and therapeutic expertise across all major areas including oncology, cardiology, metabolic disease, endocrinology, central nervous system, anti-viral and anti-infective. Headquartered in Cincinnati, Ohio, employing more than 5,000 people across 40+ countries.
Why Medpace?:
People. Purpose. Passion. Make a Difference Tomorrow. Join Us Today.

The work we’ve done over the past 30+ years has positively impacted the lives of countless patients and families who face hundreds of diseases across all key therapeutic areas. The work we do today will improve the lives of people living with illness and disease in the future.

Cincinnati Perks
Cincinnati Campus Overview
Hybrid work-from-home options (dependent upon position and level)
Competitive PTO packages, starting at 20+ days
Flexible work hours
Discounted tuition for UC online programs
Company-sponsored employee appreciation events
Employee health and wellness initiatives
Community involvement with local nonprofit organizations
Competitive compensation and benefits package
Structured career paths with opportunities for professional growth
Partnership and discount with onsite childcare
Discounts on local sports games, local fitness gyms and attractions
Official Sponsor of FC Cincinnati
Modern, ecofriendly campus with an on-site fitness center, bar, and restaurants

Awards
Recognized by Forbes as one of America's Best Mid-size Companies in 2021, 2022 and 2023
Continually recognized with CRO Leadership Awards from Life Science Leader magazine based on expertise, quality, capabilities, reliability, and compatibility

What to Expect Next
A Medpace team member will review your qualifications and, if interested, you will be contacted with details for next steps.

EO/AA Employer M/F/Disability/Vets
Show less",3.3,WebCreek,"Cincinnati, OH",5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
Node.js Developer,$70K - $125K (Glassdoor est.),"Role: Node JS Developer
Location: Sunnyvale, CA or Austin, TX ( Local Only)
Duration – Long Term Contract
Need 10+ Candidates
Description:
Expertise and hands-on experience in object-oriented programming
Experience with Node
Experience with TypeScript
Experience in developing highly scalable micro-services and optimized RESTful APIs using Node or TypeScript
Regards
Tejash Gupta
Team Lead – Recuritment
tejash@swifttechinc.com
Linkdin - linkedin.com/in/tejash-gupta-93088a1a3
Job Type: Contract
Benefits:
401(k)
Health insurance
Experience level:
10 years
Schedule:
8 hour shift
Experience:
Node.js: 10 years (Required)
SQL: 4 years (Required)
NoSQL: 4 years (Required)
Work Location: In person
Show less",4.1,WebCreek,"Austin, TX",1 to 50 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
Node JS Developer,-1,"job id: 1208
USA Full Time, Remote
5D Solutions is looking for Node Js. Developer. The ideal candidate must be an expert in backend technologies (Node Frameworks).
The candidate should be proficient to singlehandedly design, architect and deliver web projects.
Responsibilites
Should have strong knowledge of Node.js and frameworks
Hands-on experience with JS, ES6, Node.js, Express.js, MongoDB, Building REST
APIs and Graphql, Restify
Strong experience with MongoDB
Experience on Integration with data storage solutions [RDBMS, No SQL DB]
Experience working with WebSockets is a plus
Experience working with Redis and its various applications like task queues etc
Should have experience and knowledge of scaling, data protection and security considerations
Good understanding of revision control tools, such as GitHub, JIRA
Practical knowledge of Git/Bootstrap/Grunt/Babel/Webpack
In-depth understanding of the entire web development process
Understanding of AWS Services – EC2, S3, Cloud front, SES, Code deployment
Experience working in an Agile environment and participate in peer code reviews.
Experience in integrating third-party API’s such Payment gateways, Google firebase etc.
Skills
Minimum 2-6 years of relevant experience is mandatory
Engineering Degree / Master’s Degree in Computer Application
Flexibility and creativity in solution design – including leveraging emerging technologies such as micro-services, containers etc
Ability to contribute to multiple projects/tasks simultaneously.
Excellent verbal and written communication skills.
Excellent analytical and time management skills
Teamwork skills with a problem-solving attitude
Show less",4.4,WebCreek,United States,51 to 200 Employees,2020,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Front-End Developer/ WordPress,-1,"We’re always seeking quality candidates with ideas and initiative. Bring your good attitude and talent to Harp, and we’ll reward you with quality assignments, appreciative clients, health benefits and a matching retirement plan.
This position provides a variety of engaging, high-end design & development work, with a collaborative team in a contemporary and open-office agency environment.
In addition to proficiency in WordPress, the ideal candidate will also be skilled with HTML, jQuery, Javascript and CSS. Familiarity with PHP is a plus. Ability to QA sites for different devices/browsers as well as keeping a keen eye on UI/UX best practices is required.
Experience with Adobe Suite (Photoshop and Illustrator) is a bonus.
In addition, the candidate should have a working knowledge of email platforms (such as Listrak, MailChimp, ActiveCampaign and Campaign Monitor).
This candidate must possess:
Client service skills for occasional client contact
Professional manner and work ethic
Ability to work with a team in a fast-paced environment
Ability to see a project through from concept to completion if necessary, and to adhere to deadlines
Bonus Skills:
Windows Server Management
General understanding of single office networking setup and maintenance
Hardware troubleshooting and workstation setup ability
A.Net Frameworks
Git
Microsoft Access
More than one dress shirt is optional; sense of humor mandatory.
Please send a link to your portfolio and list your software and coding skill levels.
Job Type: Full-time, on-site",-1,WebCreek,"Lombard, IL",-1,-1,-1,-1,-1,-1
Front-End Developer/ WordPress,-1,"We’re always seeking quality candidates with ideas and initiative. Bring your good attitude and talent to Harp, and we’ll reward you with quality assignments, appreciative clients, health benefits and a matching retirement plan.
This position provides a variety of engaging, high-end design & development work, with a collaborative team in a contemporary and open-office agency environment.
In addition to proficiency in WordPress, the ideal candidate will also be skilled with HTML, jQuery, Javascript and CSS. Familiarity with PHP is a plus. Ability to QA sites for different devices/browsers as well as keeping a keen eye on UI/UX best practices is required.
Experience with Adobe Suite (Photoshop and Illustrator) is a bonus.
In addition, the candidate should have a working knowledge of email platforms (such as Listrak, MailChimp, ActiveCampaign and Campaign Monitor).
This candidate must possess:
Client service skills for occasional client contact
Professional manner and work ethic
Ability to work with a team in a fast-paced environment
Ability to see a project through from concept to completion if necessary, and to adhere to deadlines
Bonus Skills:
Windows Server Management
General understanding of single office networking setup and maintenance
Hardware troubleshooting and workstation setup ability
A.Net Frameworks
Git
Microsoft Access
More than one dress shirt is optional; sense of humor mandatory.
Please send a link to your portfolio and list your software and coding skill levels.
Job Type: Full-time, on-site",-1,WebCreek,"Lombard, IL",-1,-1,-1,-1,-1,-1
Front-end Developer with Mobile App Development Experience,$30K (Employer est.),"About us
Forever Foos Inc. is a cutting-edge technology company that's revolutionizing the hospitality and casino industry in Las Vegas.
We're on the hunt for a talented individual to join our startup team and help us develop innovative AI software that will transform the way these industries operate. Our vision is to harness the power of artificial intelligence to create seamless, personalized experiences for customers and streamline operations for businesses. With our AI software, we aim to enhance customer satisfaction, increase efficiency, and drive revenue growth for our clients. As a member of our team, you'll have the opportunity to work on the forefront of technological advancements in the hospitality and casino sectors. You'll collaborate with a team of experts to design, develop, and implement AI solutions that will make a real impact in these industries. If you're passionate about AI, innovation, and making a difference, we want to hear from you. Join Forever Foos Inc. and be part of shaping the future of the hospitality and casino industry in Las Vegas..
Our work environment includes:
Modern office setting
Food provided
We're looking for a passionate Front-End Developer with a flair for creating stunning user interfaces and delivering seamless user experiences. As a key player in our innovative team, you'll be responsible for:
* Translating UI/UX designs into responsive web pages
* Implementing and maintaining front-end functionality using HTML, CSS, and JavaScript
* Collaborating closely with UI/UX designers to ensure design feasibility and optimal user interactions
* Developing and maintaining mobile apps for iOS and Android using React Native, Flutter, or similar frameworks
* Designing and implementing intuitive and user-friendly app interfaces
Requirements:
* Proven experience as a Front-End Developer
* Proficient in HTML, CSS, and JavaScript
* Experience with front-end frameworks such as React, Angular, or Vue
* Experience with mobile app development frameworks such as React Native, Flutter, or similar
* Strong attention to detail and design sensibility
* Qualities We Value:
* Creativity and passion for user-centric design
* Strong problem-solving skills
* Effective communication and collaboration within a team
If you're a talented Front-End Developer with a passion for creating seamless and intuitive user experiences, and you're excited about the opportunity to shape the future of the hospitality and casino industry in Las Vegas, we want to hear from you. Please submit your resume, portfolio, and a brief cover letter explaining your experience and qualifications for the position
How to Apply:
If you're ready to bring web designs to life and enhance user experiences, send your resume and portfolio showcasing your front-end projects to ForeverFoos@Gmail.com. Share a brief cover letter highlighting your expertise and why you're excited about joining our front-end development team.
Job Types: Contract, Permanent, Internship, Apprenticeship
Pay: From $30,000.00 per year
Benefits:
Parental leave
Compensation package:
Bonus opportunities
Differential pay
Performance bonus
Profit sharing
Experience level:
3 years
Under 1 year
Schedule:
4 hour shift
8 hour shift
Choose your own hours
Monday to Friday
People with a criminal record are encouraged to apply
Ability to Relocate:
Remote: Relocate before starting work (Required)
Work Location: Remote
Show less",-1,WebCreek,Remote,-1,-1,-1,-1,-1,-1
